"filename", "language", "Markdown", "Shell Script", "JavaScript", "JSON", "JSON with Comments", "TypeScript", "TypeScript JSX", "SVG", "pdf", "Properties", "MS SQL", "CSS", "comment", "blank", "total"
"/home/qasawa/Minimoda/src/lib/services/search-service.ts", "TypeScript", 0, 0, 0, 0, 0, 583, 0, 0, 0, 0, 0, 0, 63, 104, 750
"/home/qasawa/Minimoda/src/lib/services/whatsapp-service.ts", "TypeScript", 0, 0, 0, 0, 0, 389, 0, 0, 0, 0, 0, 0, 42, 86, 517
"/home/qasawa/Minimoda/src/lib/supabase/client.ts", "TypeScript", 0, 0, 0, 0, 0, 382, 0, 0, 0, 0, 0, 0, 3, 6, 391
"/home/qasawa/Minimoda/src/lib/supabase/products-service.ts", "TypeScript", 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 16, 33, 220
"/home/qasawa/Minimoda/src/lib/translations/ar.json", "JSON", 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 175
"/home/qasawa/Minimoda/src/lib/translations/en.json", "JSON", 0, 0, 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 223
"/home/qasawa/Minimoda/src/lib/translations/he.json", "JSON", 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 175
"/home/qasawa/Minimoda/src/lib/types.ts", "TypeScript", 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 5, 13, 197
"/home/qasawa/Minimoda/src/lib/utils/category-system.ts", "TypeScript", 0, 0, 0, 0, 0, 352, 0, 0, 0, 0, 0, 0, 22, 32, 406
"/home/qasawa/Minimoda/src/lib/utils/cn.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/qasawa/Minimoda/src/lib/utils/currency.ts", "TypeScript", 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 68, 40, 292
"/home/qasawa/Minimoda/src/lib/utils/getDictionary.ts", "TypeScript", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/home/qasawa/Minimoda/src/lib/utils/performance-optimizations.ts", "TypeScript", 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 13, 38, 185
"/home/qasawa/Minimoda/src/lib/utils/performance.ts", "TypeScript", 0, 0, 0, 0, 0, 398, 0, 0, 0, 0, 0, 0, 26, 85, 509
"/home/qasawa/Minimoda/src/lib/utils/seo.ts", "TypeScript", 0, 0, 0, 0, 0, 420, 0, 0, 0, 0, 0, 0, 19, 45, 484
"/home/qasawa/Minimoda/src/middleware.ts", "TypeScript", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 6, 11, 61
"/home/qasawa/Minimoda/supabase/admin-tables.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 8, 11, 63
"/home/qasawa/Minimoda/supabase/schema.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 282, 0, 33, 48, 363
"/home/qasawa/Minimoda/tailwind.config.ts", "TypeScript", 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 6, 2, 131
"/home/qasawa/Minimoda/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"Total", "-", 466, 41, 598, 13029, 26, 7518, 17364, 9, 12653, 3, 326, 561, 1599, 3243, 57436
